synthetic_path,matched_real_path,nn_distance
H:\Project MegaCRACK-RoboCRACK\Synthetic Data\Training-RoboCrack\synthetic_cracks\2018_03_31_22_16_40_502_Ang_85.png,H:\Project DLCRACK\External Datasets\Yahui Liu - DeepCrack\Pixel Labels\train_crack_bmp\IMG27-10.bmp,0.0021772434022050238
H:\Project MegaCRACK-RoboCRACK\Synthetic Data\Training-RoboCrack\synthetic_cracks\2018_03_31_21_45_41_830_Ang_25.png,H:\Project MegaCRACK-RoboCRACK\Real World Data\USC PhD\Semantic Segmentation\Dataset 6 - Cracks-1K (448 x 252)\Pixel Labels\test\2017_01_25_16_45_54_3277.png,0.005970891653459468
H:\Project MegaCRACK-RoboCRACK\Synthetic Data\Training-RoboCrack\synthetic_cracks\2018_04_01_08_22_28_611_Ang_55.png,H:\Project DLCRACK\External Datasets\Yahui Liu - DeepCrack\Pixel Labels\train_crack_bmp\11186.bmp,0.004440836482536301
H:\Project MegaCRACK-RoboCRACK\Synthetic Data\Training-RoboCrack\synthetic_cracks\2018_04_02_03_33_19_334_Ang_35.png,H:\Project DLCRACK\External Datasets\Yahui Liu - DeepCrack\Pixel Labels\train_crack_bmp\7Q3A9060-15.bmp,0.0027048226017935485
H:\Project MegaCRACK-RoboCRACK\Synthetic Data\Training-RoboCrack\synthetic_cracks\2020_07_22_13_24_52_573_Ang_32_flip_vert_Ui1Uddtj0X.png,H:\Project MegaCRACK-RoboCRACK\Real World Data\USC PhD\Semantic Segmentation\Dataset 6 - Cracks-1K (448 x 252)\Pixel Labels\train\2017_02_05_17_11_55_4552.png,0.011625149166605458
H:\Project MegaCRACK-RoboCRACK\Synthetic Data\Training-RoboCrack\synthetic_cracks\2020_07_23_01_32_31_625_Ang_72_flip_vert_cXqY9lWJmP.png,H:\Project MegaCRACK-RoboCRACK\Real World Data\USC PhD\Semantic Segmentation\Dataset 1 - Cracks-200\Pixel Labels\train\2.png,0.0042962680446744644
H:\Project MegaCRACK-RoboCRACK\Synthetic Data\Training-RoboCrack\synthetic_cracks\2018_03_31_21_17_36_811_Ang_30.png,H:\Project DLCRACK\External Datasets\Yahui Liu - DeepCrack\Pixel Labels\train_crack_bmp\IMG27-13.bmp,0.002103033988480365
H:\Project MegaCRACK-RoboCRACK\Synthetic Data\Training-RoboCrack\synthetic_cracks\2018_04_02_00_48_46_164_Ang_50.png,H:\Project DLCRACK\External Datasets\Yahui Liu - DeepCrack\Pixel Labels\test_crack_bmp\11276-1.bmp,0.003447337639785487
H:\Project MegaCRACK-RoboCRACK\Synthetic Data\Training-RoboCrack\synthetic_cracks\2020_08_10_22_26_35_935_Ang_8_flip_hori_bUYQbUkpod.png,H:\Project MegaCRACK-RoboCRACK\Real World Data\USC PhD\Semantic Segmentation\Dataset 6 - Cracks-1K (448 x 252)\Pixel Labels\val\2017_01_25_17_05_53_4323.png,0.027796365177465653
H:\Project MegaCRACK-RoboCRACK\Synthetic Data\Training-RoboCrack\synthetic_cracks\2020_07_22_22_10_47_005_Ang_44_flip_vert_M6xAyzsGxo.png,H:\Project DLCRACK\External Datasets\Yahui Liu - DeepCrack\Pixel Labels\test_crack_bmp\11296-22.bmp,0.0037121406326302417
H:\Project MegaCRACK-RoboCRACK\Synthetic Data\Training-RoboCrack\synthetic_cracks\2018_04_02_03_51_03_712_Ang_35.png,H:\Project MegaCRACK-RoboCRACK\Real World Data\USC PhD\Semantic Segmentation\Dataset 1 - Cracks-200\Pixel Labels\train\57.png,0.002211011004893235
H:\Project MegaCRACK-RoboCRACK\Synthetic Data\Training-RoboCrack\synthetic_cracks\2020_07_22_22_54_11_101_Ang_72_flip_hor_ver_qoYYIKS4As.png,H:\Project DLCRACK\External Datasets\Yahui Liu - DeepCrack\Pixel Labels\train_crack_bmp\IMG136.bmp,0.004567388803729127
H:\Project MegaCRACK-RoboCRACK\Synthetic Data\Training-RoboCrack\synthetic_cracks\2020_07_22_16_24_48_111_Ang_25_flip_hor_ver_jc2zyCrKnO.png,H:\Project MegaCRACK-RoboCRACK\Real World Data\USC PhD\Semantic Segmentation\Dataset 6 - Cracks-1K (448 x 252)\Pixel Labels\train\2017_01_25_17_05_53_2723.png,0.021610265100621362
H:\Project MegaCRACK-RoboCRACK\Synthetic Data\Training-RoboCrack\synthetic_cracks\2018_03_31_18_36_48_441_Ang_30.png,H:\Project DLCRACK\External Datasets\Yahui Liu - DeepCrack\Pixel Labels\train_crack_bmp\IMG11-3.bmp,0.0015897651760986928
H:\Project MegaCRACK-RoboCRACK\Synthetic Data\Training-RoboCrack\synthetic_cracks\2018_04_01_19_03_05_394_Ang_30.png,H:\Project DLCRACK\External Datasets\Yahui Liu - DeepCrack\Pixel Labels\train_crack_bmp\IMG33-13.bmp,0.005476781501419174
H:\Project MegaCRACK-RoboCRACK\Synthetic Data\Training-RoboCrack\synthetic_cracks\2020_07_22_22_15_10_888_Ang_72_flip_hor_ver_Kr9l6Rd5ay.png,H:\Project MegaCRACK-RoboCRACK\Real World Data\USC PhD\Semantic Segmentation\Dataset 6 - Cracks-1K (448 x 252)\Pixel Labels\train\2017_01_26_13_22_35_2100.png,0.006696149098444604
H:\Project MegaCRACK-RoboCRACK\Synthetic Data\Training-RoboCrack\synthetic_cracks\2020_07_22_19_50_04_006_Ang_14_flip_hor_ver_o5kHVVLdB3.png,H:\Project MegaCRACK-RoboCRACK\Real World Data\USC PhD\Semantic Segmentation\Dataset 6 - Cracks-1K (448 x 252)\Pixel Labels\test\2017_01_26_12_57_08_1810.png,0.011279600604834322
H:\Project MegaCRACK-RoboCRACK\Synthetic Data\Training-RoboCrack\synthetic_cracks\2020_07_22_16_24_31_983_Ang_8_flip_vert_ABmo3XsVrE.png,H:\Project DLCRACK\External Datasets\Yahui Liu - DeepCrack\Pixel Labels\test_crack_bmp\11289-9.bmp,0.0020128617397685376
H:\Project MegaCRACK-RoboCRACK\Synthetic Data\Training-RoboCrack\synthetic_cracks\2018_04_01_18_26_56_392_Ang_35.png,H:\Project MegaCRACK-RoboCRACK\Real World Data\USC PhD\Semantic Segmentation\Dataset 1 - Cracks-200\Pixel Labels\train\73.png,0.0015974220855691505
H:\Project MegaCRACK-RoboCRACK\Synthetic Data\Training-RoboCrack\synthetic_cracks\2018_04_02_03_09_48_153_Ang_70.png,H:\Project DLCRACK\External Datasets\Yahui Liu - DeepCrack\Pixel Labels\train_crack_bmp\IMG11-3.bmp,0.0013130497784363008
H:\Project MegaCRACK-RoboCRACK\Synthetic Data\Training-RoboCrack\synthetic_cracks\2020_07_22_19_45_06_394_Ang_14_flip_hori_mYfG4bRCO1.png,H:\Project MegaCRACK-RoboCRACK\Real World Data\USC PhD\Semantic Segmentation\Dataset 6 - Cracks-1K (448 x 252)\Pixel Labels\train\2017_01_25_16_45_40_1683.png,0.006937830016935427
H:\Project MegaCRACK-RoboCRACK\Synthetic Data\Training-RoboCrack\synthetic_cracks\2018_04_01_09_39_20_376_Ang_65.png,H:\Project DLCRACK\External Datasets\Yahui Liu - DeepCrack\Pixel Labels\train_crack_bmp\IMG136.bmp,0.0026408612704755755
H:\Project MegaCRACK-RoboCRACK\Synthetic Data\Training-RoboCrack\synthetic_cracks\2018_04_01_08_12_21_525_Ang_35.png,H:\Project DLCRACK\External Datasets\Yahui Liu - DeepCrack\Pixel Labels\train_crack_bmp\11193-2.bmp,0.01413944968144818
H:\Project MegaCRACK-RoboCRACK\Synthetic Data\Training-RoboCrack\synthetic_cracks\2020_07_22_21_00_59_579_Ang_87_flip_hor_ver_IllMq4VpcJ.png,H:\Project DLCRACK\External Datasets\Yahui Liu - DeepCrack\Pixel Labels\test_crack_bmp\11296-23.bmp,0.0042846915722183024
H:\Project MegaCRACK-RoboCRACK\Synthetic Data\Training-RoboCrack\synthetic_cracks\2018_04_01_08_47_04_358_Ang_50.png,H:\Project DLCRACK\External Datasets\Yahui Liu - DeepCrack\Pixel Labels\test_crack_bmp\11296-14.bmp,0.009686530289460328
H:\Project MegaCRACK-RoboCRACK\Synthetic Data\Training-RoboCrack\synthetic_cracks\2020_07_22_20_17_08_873_Ang_87_flip_hori_UUdBfXtxUN.png,H:\Project MegaCRACK-RoboCRACK\Real World Data\USC PhD\Semantic Segmentation\Dataset 6 - Cracks-1K (448 x 252)\Pixel Labels\train\2017_01_26_12_58_45_2039.png,0.0065512641926352465
H:\Project MegaCRACK-RoboCRACK\Synthetic Data\Training-RoboCrack\synthetic_cracks\2020_07_22_19_55_41_740_Ang_14_flip_hori_Ih7bo2iTXG.png,H:\Project MegaCRACK-RoboCRACK\Real World Data\USC PhD\Semantic Segmentation\Dataset 6 - Cracks-1K (448 x 252)\Pixel Labels\test\2017_01_25_17_05_05_5966.png,0.013992572405369797
H:\Project MegaCRACK-RoboCRACK\Synthetic Data\Training-RoboCrack\synthetic_cracks\2020_07_22_15_49_09_592_Ang_8_flip_hori_auET05aipJ.png,H:\Project MegaCRACK-RoboCRACK\Real World Data\USC PhD\Semantic Segmentation\Dataset 6 - Cracks-1K (448 x 252)\Pixel Labels\test\2017_01_25_16_49_04_1618.png,0.002513592390426124
H:\Project MegaCRACK-RoboCRACK\Synthetic Data\Training-RoboCrack\synthetic_cracks\2018_04_01_00_00_16_791_Ang_65.png,H:\Project DLCRACK\External Datasets\Yahui Liu - DeepCrack\Pixel Labels\train_crack_bmp\11151-4.bmp,0.005449509352417518
H:\Project MegaCRACK-RoboCRACK\Synthetic Data\Training-RoboCrack\synthetic_cracks\2020_07_22_23_09_28_900_Ang_72_flip_vert_uSBRCSv533.png,H:\Project MegaCRACK-RoboCRACK\Real World Data\USC PhD\Semantic Segmentation\Dataset 1 - Cracks-200\Pixel Labels\train\143.png,0.0020736625634905537
H:\Project MegaCRACK-RoboCRACK\Synthetic Data\Training-RoboCrack\synthetic_cracks\2020_08_10_15_42_39_077_Ang_74_flip_hori_9Z6QWq5KHp.png,H:\Project MegaCRACK-RoboCRACK\Real World Data\USC PhD\Semantic Segmentation\Dataset 6 - Cracks-1K (448 x 252)\Pixel Labels\train\2017_01_25_16_06_56_2251.png,0.026750560068237124
H:\Project MegaCRACK-RoboCRACK\Synthetic Data\Training-RoboCrack\synthetic_cracks\2018_04_01_13_25_51_630_Ang_55.png,H:\Project DLCRACK\External Datasets\Yahui Liu - DeepCrack\Pixel Labels\train_crack_bmp\11157-1.bmp,0.004611345584016873
H:\Project MegaCRACK-RoboCRACK\Synthetic Data\Training-RoboCrack\synthetic_cracks\2020_07_22_20_59_05_263_Ang_88_flip_hor_ver_izYrSvUJOw.png,H:\Project MegaCRACK-RoboCRACK\Real World Data\USC PhD\Semantic Segmentation\Dataset 1 - Cracks-200\Pixel Labels\train\57.png,0.0023821942796421903
H:\Project MegaCRACK-RoboCRACK\Synthetic Data\Training-RoboCrack\synthetic_cracks\2018_04_01_05_27_51_360_Ang_70.png,H:\Project DLCRACK\External Datasets\Yahui Liu - DeepCrack\Pixel Labels\train_crack_bmp\IMG27-2.bmp,0.0028674504300272015
H:\Project MegaCRACK-RoboCRACK\Synthetic Data\Training-RoboCrack\synthetic_cracks\2020_08_10_22_55_15_033_Ang_25_flip_hor_ver_LbgBKPZYt7.png,H:\Project MegaCRACK-RoboCRACK\Real World Data\USC PhD\Semantic Segmentation\Dataset 6 - Cracks-1K (448 x 252)\Pixel Labels\train\2017_01_25_16_07_09_1954.png,0.012151015009544217
H:\Project MegaCRACK-RoboCRACK\Synthetic Data\Training-RoboCrack\synthetic_cracks\2020_07_22_16_45_56_441_Ang_25_flip_vert_18juFaHW2x.png,H:\Project DLCRACK\External Datasets\Yahui Liu - DeepCrack\Pixel Labels\train_crack_bmp\7Q3A9060-6.bmp,0.04994839952789333
H:\Project MegaCRACK-RoboCRACK\Synthetic Data\Training-RoboCrack\synthetic_cracks\2020_07_22_20_20_57_848_Ang_87_flip_hor_ver_htdrwI0RM3.png,H:\Project MegaCRACK-RoboCRACK\Real World Data\USC PhD\Semantic Segmentation\Dataset 6 - Cracks-1K (448 x 252)\Pixel Labels\train\2017_01_26_13_22_25_1486.png,0.011805314527021295
H:\Project MegaCRACK-RoboCRACK\Synthetic Data\Training-RoboCrack\synthetic_cracks\2018_04_01_23_55_31_858_Ang_45.png,H:\Project DLCRACK\External Datasets\Yahui Liu - DeepCrack\Pixel Labels\train_crack_bmp\11151-4.bmp,0.003156012697340906
H:\Project MegaCRACK-RoboCRACK\Synthetic Data\Training-RoboCrack\synthetic_cracks\2018_04_01_04_09_53_927_Ang_50.png,H:\Project DLCRACK\External Datasets\Yahui Liu - DeepCrack\Pixel Labels\train_crack_bmp\IMG14-1.bmp,0.0009158553023555307
H:\Project MegaCRACK-RoboCRACK\Synthetic Data\Training-RoboCrack\synthetic_cracks\2018_04_01_00_28_48_516_Ang_80.png,H:\Project MegaCRACK-RoboCRACK\Real World Data\USC PhD\Semantic Segmentation\Dataset 6 - Cracks-1K (448 x 252)\Pixel Labels\train\2017_01_25_16_47_50_1461.png,0.0022714287245250335
H:\Project MegaCRACK-RoboCRACK\Synthetic Data\Training-RoboCrack\synthetic_cracks\2020_07_22_13_17_58_559_Ang_32_flip_hor_ver_IFsZ6XaDqn.png,H:\Project MegaCRACK-RoboCRACK\Real World Data\USC PhD\Semantic Segmentation\Dataset 6 - Cracks-1K (448 x 252)\Pixel Labels\test\2017_01_25_17_05_53_1923.png,0.01644686069222306
H:\Project MegaCRACK-RoboCRACK\Synthetic Data\Training-RoboCrack\synthetic_cracks\2020_07_22_16_40_17_299_Ang_25_flip_hori_flYx3ysi4i.png,H:\Project MegaCRACK-RoboCRACK\Real World Data\USC PhD\Semantic Segmentation\Dataset 6 - Cracks-1K (448 x 252)\Pixel Labels\test\2017_01_26_12_58_39_702.png,0.006057173405688523
H:\Project MegaCRACK-RoboCRACK\Synthetic Data\Training-RoboCrack\synthetic_cracks\2018_04_01_05_40_01_149_Ang_80.png,H:\Project MegaCRACK-RoboCRACK\Real World Data\USC PhD\Semantic Segmentation\Dataset 1 - Cracks-200\Pixel Labels\val\37.png,0.006178024212286742
H:\Project MegaCRACK-RoboCRACK\Synthetic Data\Training-RoboCrack\synthetic_cracks\2020_07_22_13_24_59_321_Ang_32_flip_hor_ver_AguwAKoeHG.png,H:\Project MegaCRACK-RoboCRACK\Real World Data\USC PhD\Semantic Segmentation\Dataset 6 - Cracks-1K (448 x 252)\Pixel Labels\train\2017_01_29_12_58_49_3088.png,0.014028494616782523
H:\Project MegaCRACK-RoboCRACK\Synthetic Data\Training-RoboCrack\synthetic_cracks\2018_04_01_09_24_51_009_Ang_5.png,H:\Project DLCRACK\External Datasets\Yahui Liu - DeepCrack\Pixel Labels\train_crack_bmp\IMG88.bmp,0.0023475696761762633
H:\Project MegaCRACK-RoboCRACK\Synthetic Data\Training-RoboCrack\synthetic_cracks\2020_07_22_21_01_11_487_Ang_88_flip_vert_m33wkcooal.png,H:\Project DLCRACK\External Datasets\Yahui Liu - DeepCrack\Pixel Labels\train_crack_bmp\11139.bmp,0.008700227375299328
H:\Project MegaCRACK-RoboCRACK\Synthetic Data\Training-RoboCrack\synthetic_cracks\2020_07_22_16_24_39_342_Ang_25_flip_hori_MfhC9S8NiQ.png,H:\Project MegaCRACK-RoboCRACK\Real World Data\USC PhD\Semantic Segmentation\Dataset 6 - Cracks-1K (448 x 252)\Pixel Labels\train\2017_01_25_16_45_54_2477.png,0.004547289702426311
H:\Project MegaCRACK-RoboCRACK\Synthetic Data\Training-RoboCrack\synthetic_cracks\2020_07_22_23_00_23_629_Ang_44_flip_hor_ver_j50WMGkgzw.png,H:\Project MegaCRACK-RoboCRACK\Real World Data\USC PhD\Semantic Segmentation\Dataset 6 - Cracks-1K (448 x 252)\Pixel Labels\train\2017_01_26_13_23_01_3608.png,0.03679024445726091
H:\Project MegaCRACK-RoboCRACK\Synthetic Data\Training-RoboCrack\synthetic_cracks\2020_07_22_20_25_45_436_Ang_14_flip_hor_ver_uNkyCLGfkT.png,H:\Project MegaCRACK-RoboCRACK\Real World Data\USC PhD\Semantic Segmentation\Dataset 6 - Cracks-1K (448 x 252)\Pixel Labels\train\2017_01_25_16_47_42_1950.png,0.005156530794870188
H:\Project MegaCRACK-RoboCRACK\Synthetic Data\Training-RoboCrack\synthetic_cracks\2018_04_01_19_30_55_896_Ang_15.png,H:\Project DLCRACK\External Datasets\Yahui Liu - DeepCrack\Pixel Labels\train_crack_bmp\IMG33-12.bmp,0.001671456257682322
H:\Project MegaCRACK-RoboCRACK\Synthetic Data\Training-RoboCrack\synthetic_cracks\2020_07_22_20_47_01_064_Ang_88_flip_hori_TKzMOyDptI.png,H:\Project MegaCRACK-RoboCRACK\Real World Data\USC PhD\Semantic Segmentation\Dataset 6 - Cracks-1K (448 x 252)\Pixel Labels\train\2017_01_29_12_48_28_2724.png,0.007224892592639794
H:\Project MegaCRACK-RoboCRACK\Synthetic Data\Training-RoboCrack\synthetic_cracks\2020_07_22_20_11_38_347_Ang_14_flip_hor_ver_VW0riOuZyA.png,H:\Project MegaCRACK-RoboCRACK\Real World Data\USC PhD\Semantic Segmentation\Dataset 6 - Cracks-1K (448 x 252)\Pixel Labels\train\2017_01_26_16_38_19_2450.png,0.00873883620481593
H:\Project MegaCRACK-RoboCRACK\Synthetic Data\Training-RoboCrack\synthetic_cracks\2018_04_02_02_20_47_162_Ang_65.png,H:\Project DLCRACK\External Datasets\Yahui Liu - DeepCrack\Pixel Labels\train_crack_bmp\IMG33-11.bmp,0.000990762478348131
H:\Project MegaCRACK-RoboCRACK\Synthetic Data\Training-RoboCrack\synthetic_cracks\2020_07_22_15_52_57_575_Ang_25_flip_hor_ver_74NFbrPdvv.png,H:\Project DLCRACK\External Datasets\Yahui Liu - DeepCrack\Pixel Labels\test_crack_bmp\11286-3.bmp,0.012345845716217042
H:\Project MegaCRACK-RoboCRACK\Synthetic Data\Training-RoboCrack\synthetic_cracks\2018_04_01_04_26_07_109_Ang_90.png,H:\Project MegaCRACK-RoboCRACK\Real World Data\USC PhD\Semantic Segmentation\Dataset 1 - Cracks-200\Pixel Labels\train\4.png,0.005242895019080755
H:\Project MegaCRACK-RoboCRACK\Synthetic Data\Training-RoboCrack\synthetic_cracks\2018_04_01_20_47_28_264_Ang_20.png,H:\Project MegaCRACK-RoboCRACK\Real World Data\USC PhD\Semantic Segmentation\Dataset 6 - Cracks-1K (448 x 252)\Pixel Labels\train\2017_01_26_13_23_08_3160.png,0.005247814482795262
H:\Project MegaCRACK-RoboCRACK\Synthetic Data\Training-RoboCrack\synthetic_cracks\2020_08_10_15_33_23_125_Ang_74_flip_vert_pCvYiIeiNR.png,H:\Project MegaCRACK-RoboCRACK\Real World Data\USC PhD\Semantic Segmentation\Dataset 6 - Cracks-1K (448 x 252)\Pixel Labels\val\2017_01_26_13_22_55_1204.png,0.009344851277257614
H:\Project MegaCRACK-RoboCRACK\Synthetic Data\Training-RoboCrack\synthetic_cracks\2020_07_22_13_43_20_500_Ang_32_flip_hor_ver_iaiJeDiQSu.png,H:\Project MegaCRACK-RoboCRACK\Real World Data\USC PhD\Semantic Segmentation\Dataset 6 - Cracks-1K (448 x 252)\Pixel Labels\train\2017_01_25_16_49_15_2402.png,0.0014092177295285365
H:\Project MegaCRACK-RoboCRACK\Synthetic Data\Training-RoboCrack\synthetic_cracks\2018_04_01_19_36_32_580_Ang_50.png,H:\Project MegaCRACK-RoboCRACK\Real World Data\USC PhD\Semantic Segmentation\Dataset 1 - Cracks-200\Pixel Labels\train\39.png,0.008125437605695422
H:\Project MegaCRACK-RoboCRACK\Synthetic Data\Training-RoboCrack\synthetic_cracks\2020_07_22_23_13_46_592_Ang_44_flip_vert_xBkp8wlYkv.png,H:\Project DLCRACK\External Datasets\Yahui Liu - DeepCrack\Pixel Labels\train_crack_bmp\11179-2.bmp,0.008874207545987185
H:\Project MegaCRACK-RoboCRACK\Synthetic Data\Training-RoboCrack\synthetic_cracks\2020_07_22_21_00_29_979_Ang_87_flip_vert_Rng4zj1vUc.png,H:\Project DLCRACK\External Datasets\Yahui Liu - DeepCrack\Pixel Labels\test_crack_bmp\11296-12.bmp,0.010065472378037225
H:\Project MegaCRACK-RoboCRACK\Synthetic Data\Training-RoboCrack\synthetic_cracks\2020_07_22_15_56_50_912_Ang_8_flip_vert_Dl6ZnLJ3Qe.png,H:\Project DLCRACK\External Datasets\Yahui Liu - DeepCrack\Pixel Labels\train_crack_bmp\11179-2.bmp,0.0040640867440782085
H:\Project MegaCRACK-RoboCRACK\Synthetic Data\Training-RoboCrack\synthetic_cracks\2020_08_10_23_15_09_779_Ang_25_flip_hori_07hUgVvv7m.png,H:\Project MegaCRACK-RoboCRACK\Real World Data\USC PhD\Semantic Segmentation\Dataset 6 - Cracks-1K (448 x 252)\Pixel Labels\val\2017_01_26_13_22_25_3886.png,0.010244244182639787
H:\Project MegaCRACK-RoboCRACK\Synthetic Data\Training-RoboCrack\synthetic_cracks\2018_04_02_03_42_28_468_Ang_5.png,H:\Project MegaCRACK-RoboCRACK\Real World Data\USC PhD\Semantic Segmentation\Dataset 6 - Cracks-1K (448 x 252)\Pixel Labels\test\2017_01_25_16_47_50_2261.png,0.005891370733088789
H:\Project MegaCRACK-RoboCRACK\Synthetic Data\Training-RoboCrack\synthetic_cracks\2020_07_22_19_27_37_454_Ang_14_flip_hori_2YyCkYeala.png,H:\Project DLCRACK\External Datasets\Yahui Liu - DeepCrack\Pixel Labels\test_crack_bmp\11236-5.bmp,0.004151472534817683
H:\Project MegaCRACK-RoboCRACK\Synthetic Data\Training-RoboCrack\synthetic_cracks\2018_04_01_01_58_17_499_Ang_45.png,H:\Project MegaCRACK-RoboCRACK\Real World Data\USC PhD\Semantic Segmentation\Dataset 1 - Cracks-200\Pixel Labels\test\54.png,0.007865682474475747
H:\Project MegaCRACK-RoboCRACK\Synthetic Data\Training-RoboCrack\synthetic_cracks\2020_07_22_13_19_34_246_Ang_23_flip_vert_vWhg5jO0up.png,H:\Project MegaCRACK-RoboCRACK\Real World Data\USC PhD\Semantic Segmentation\Dataset 6 - Cracks-1K (448 x 252)\Pixel Labels\test\2017_01_26_13_23_30_1238.png,0.00425411868767231
H:\Project MegaCRACK-RoboCRACK\Synthetic Data\Training-RoboCrack\synthetic_cracks\2018_03_31_22_18_55_260_Ang_85.png,H:\Project DLCRACK\External Datasets\Yahui Liu - DeepCrack\Pixel Labels\train_crack_bmp\11175.bmp,0.007816486273360228
H:\Project MegaCRACK-RoboCRACK\Synthetic Data\Training-RoboCrack\synthetic_cracks\2020_07_22_17_17_42_452_Ang_8_flip_hori_1530p3rXzN.png,H:\Project DLCRACK\External Datasets\Yahui Liu - DeepCrack\Pixel Labels\train_crack_bmp\11118.bmp,0.0027274873692320215
H:\Project MegaCRACK-RoboCRACK\Synthetic Data\Training-RoboCrack\synthetic_cracks\2020_07_22_21_43_52_706_Ang_44_flip_vert_0BwE9Ytnbo.png,H:\Project MegaCRACK-RoboCRACK\Real World Data\USC PhD\Semantic Segmentation\Dataset 6 - Cracks-1K (448 x 252)\Pixel Labels\train\2017_01_25_16_53_59_2286.png,0.002050876702429235
H:\Project MegaCRACK-RoboCRACK\Synthetic Data\Training-RoboCrack\synthetic_cracks\2020_07_22_15_53_58_057_Ang_25_flip_hor_ver_MNu5jcLBp8.png,H:\Project MegaCRACK-RoboCRACK\Real World Data\USC PhD\Semantic Segmentation\Dataset 6 - Cracks-1K (448 x 252)\Pixel Labels\train\2017_01_26_13_23_00_1139.png,0.005170255975606365
H:\Project MegaCRACK-RoboCRACK\Synthetic Data\Training-RoboCrack\synthetic_cracks\2018_04_01_03_22_43_307_Ang_10.png,H:\Project DLCRACK\External Datasets\Yahui Liu - DeepCrack\Pixel Labels\val_crack_bmp\IMG14-4.bmp,0.0061076547905793786
H:\Project MegaCRACK-RoboCRACK\Synthetic Data\Training-RoboCrack\synthetic_cracks\2018_04_02_02_32_32_568_Ang_55.png,H:\Project DLCRACK\External Datasets\Yahui Liu - DeepCrack\Pixel Labels\train_crack_bmp\IMG33-13.bmp,0.003962444784823304
H:\Project MegaCRACK-RoboCRACK\Synthetic Data\Training-RoboCrack\synthetic_cracks\2020_07_22_17_16_27_621_Ang_8_flip_hori_uEck4vp6Kd.png,H:\Project DLCRACK\External Datasets\Yahui Liu - DeepCrack\Pixel Labels\test_crack_bmp\IMG_5776-2.bmp,0.003190659862013379
